response,trial_id,trialnumber,subject
no,10,70,IQI37
no,10,70,ZBX40
no,10,72,JCO50
no,10,75,MFN34
no,10,79,RMW63
no,103,74,ZGB4
no,103,75,CII20
no,103,79,EBJ65
no,103,81,SMA75
no,104,73,OPM25
no,107,81,PNZ35
no,109,69,TNL76
no,109,80,AZT59
no,109,80,CZZ14
no,11,78,UVZ68
no,110,77,DSR57
no,110,79,MFN34
no,111,72,IQI37
no,111,80,KEC36
no,112,73,AZT59
no,115,78,FNV56
no,116,71,PDN14
no,116,77,VIL78
no,116,78,BDX49
no,117,70,GDP61
no,118,80,IQI37
no,12,73,LXX32
no,12,77,AET22
no,12,82,KEC36
no,121,70,AET22
no,121,80,BDX49
no,122,74,SMA75
no,122,75,BJC4
no,122,77,OGS17
no,122,81,MFN34
no,125,74,OGS17
no,125,82,JCO50
no,126,69,IQI37
no,127,80,VIL78
no,128,69,NIN72
no,128,71,XMD58
no,128,74,MFQ55
no,128,76,WJM73
no,128,77,VAN36
no,128,81,PDN14
no,129,72,UVZ68
no,129,73,CQN45
no,13,67,RCE70
no,13,77,FJR52
no,13,79,DSR57
no,13,80,IEI69
no,130,74,BDX49
no,133,81,VYY24
no,135,69,KEC36
no,135,78,LAL29
no,135,79,OPM25
no,137,82,LAL29
no,138,71,ZEE3
no,139,76,XVU22
no,139,77,MNH9
no,14,76,UVZ68
no,141,69,CZZ14
no,141,76,FJR52
no,145,76,IQI37
no,148,70,OGS17
no,149,71,ROZ22
no,150,75,WJM73
no,150,79,PDN14
no,151,79,ROZ22
no,152,68,BJC4
no,155,67,DSR57
no,155,79,SMA75
no,156,69,BJC4
no,157,70,PDN14
no,158,72,AET22
no,158,82,DSR57
no,16,70,VYY24
no,162,81,IQI37
no,163,68,PNZ35
no,163,81,CZZ14
no,164,80,LAL29
no,165,78,OPM25
no,166,68,AET22
no,17,75,BDX49
no,17,75,VIL78
no,170,71,BJC4
no,170,71,JCO50
no,170,82,FJR52
no,171,71,CQN45
no,171,76,ZEE3
no,175,69,WJM73
no,175,74,LXX32
no,175,76,BDX49
no,176,74,IQI37
no,176,82,XMD58
no,177,72,MNH9
no,177,73,EBJ65
no,177,80,NIN72
no,184,72,MFN34
no,185,69,CQN45
no,187,71,FNV56
no,188,71,AET22
no,189,71,WJM73
no,191,79,IQI37
no,192,78,ZEE3
no,20,82,CQN45
no,21,72,OPM25
no,21,80,MFN34
no,21,82,BJC4
no,22,68,FJR52
no,22,72,PDN14
no,22,76,EBJ65
no,22,76,RCE70
no,23,79,ZEE3
no,24,78,CII20
no,24,78,MNH9
no,26,82,PDN14
no,29,81,XMD58
no,31,81,BJC4
no,32,77,OPM25
no,32,78,OGS17
no,32,78,VIL78
no,33,72,FNV56
no,35,73,ZGB4
no,38,75,ZBX40
no,39,77,IQI37
no,4,80,ZGB4
no,40,79,FNV56
no,43,70,DSR57
no,44,77,GDP61
no,44,81,FJR52
no,45,75,CQN45
no,47,75,PDN14
no,5,69,DSR57
no,50,68,GDP61
no,51,77,BJC4
no,51,79,CQN45
no,54,74,PDN14
no,54,79,BDX49
no,55,80,FNV56
no,57,82,IQI37
no,58,72,AZT59
no,59,74,JCO50
no,6,71,MFQ55
no,6,72,SMA75
no,6,73,GDP61
no,60,78,CQN45
no,61,77,SMA75
no,62,74,FJR52
no,63,72,LXX32
no,63,81,RCE70
no,64,72,NIN72
no,65,70,ZEE3
no,67,70,KEC36
no,68,78,DSR57
no,71,75,AET22
no,72,76,LXX32
no,72,79,VYY24
no,73,79,VIL78
no,75,78,XMD58
no,75,82,OGS17
no,77,74,ZBX40
no,77,75,KEC36
no,78,70,TNL76
no,78,81,OPM25
no,79,79,UVZ68
no,8,75,IQI37
no,8,79,NIN72
no,82,81,CQN45
no,84,73,MNH9
no,84,76,ZGB4
no,84,80,RCE70
no,93,82,GDP61
no,94,80,DSR57
no,95,80,SMA75
no,98,73,FJR52
no,98,81,XVU22
no,99,78,PNZ35
yes,1,67,XSU7
yes,1,70,BDX49
yes,1,82,FNV56
yes,10,76,QRT15
yes,10,82,XSU7
yes,100,70,CQN45
yes,100,76,ITZ14
yes,100,78,NIE2
yes,100,80,LXX32
yes,100,81,RMW63
yes,100,82,QPC58
yes,101,75,OPM25
yes,101,81,WJM73
yes,102,68,LAL29
yes,103,71,QPA21
yes,104,74,RMW63
yes,105,68,GNN54
yes,105,75,MNH9
yes,105,76,ZBX40
yes,105,80,NIE2
yes,106,79,ZGB4
yes,106,81,DSR57
yes,106,81,MNH9
yes,106,82,ZEE3
yes,107,73,WDZ27
yes,107,75,TNL76
yes,107,77,KEC36
yes,107,78,XVU22
yes,107,79,FJR52
yes,108,68,OGS17
yes,108,72,VYY24
yes,108,81,VIL78
yes,109,81,ZEE3
yes,109,82,UVZ68
yes,11,67,CZZ14
yes,11,69,VAN36
yes,11,73,NIE2
yes,11,77,CQN45
yes,11,78,BJC4
yes,110,70,LAL29
yes,110,77,IEI69
yes,110,80,ITZ14
yes,111,75,OGS17
yes,111,77,XSU7
yes,111,80,WJM73
yes,112,77,RCE70
yes,112,81,CII20
yes,113,67,ROZ22
yes,113,67,XMD58
yes,113,69,QLF33
yes,113,71,FPC47
yes,113,72,IEI69
yes,113,72,QPA21
yes,113,73,BDX49
yes,113,79,JCO50
yes,114,67,PDN14
yes,114,67,UVZ68
yes,114,69,QRT15
yes,114,73,XSU7
yes,114,76,SMA75
yes,114,79,BJC4
yes,114,81,ZBX40
yes,114,82,EBJ65
yes,114,82,GNN54
yes,115,70,XMD58
yes,115,71,VAN36
yes,115,71,WDZ27
yes,115,75,ROZ22
yes,115,77,FPC47
yes,115,78,AET22
yes,115,80,CQN45
yes,116,75,QLF33
yes,116,75,USM42
yes,116,76,VYY24
yes,118,67,MFQ55
yes,118,72,GDP61
yes,118,76,MFN34
yes,119,70,NIN72
yes,119,75,FNV56
yes,119,76,CZZ14
yes,12,80,ROZ22
yes,120,74,USM42
yes,120,79,AET22
yes,120,79,YXR67
yes,120,81,VAN36
yes,121,67,LXX32
yes,121,71,GDP61
yes,121,72,CII20
yes,121,73,QLF33
yes,121,80,EBJ65
yes,122,80,PNZ35
yes,123,67,USM42
yes,123,73,YXR67
yes,123,78,RMW63
yes,124,79,QPA21
yes,125,69,UVZ68
yes,125,72,BJC4
yes,125,73,WJM73
yes,125,77,EBJ65
yes,125,77,QPC58
yes,125,79,NIE2
yes,125,79,VAN36
yes,126,69,VIL78
yes,126,74,KEC36
yes,126,77,CZZ14
yes,126,78,LXX32
yes,126,81,GNN54
yes,129,68,ROZ22
yes,129,71,ZBX40
yes,13,72,LAL29
yes,13,76,USM42
yes,130,74,RCE70
yes,130,75,ITZ14
yes,131,74,AET22
yes,131,75,DSR57
yes,131,81,USM42
yes,132,69,XSU7
yes,132,73,CII20
yes,132,75,WDZ27
yes,133,68,IQI37
yes,133,70,JCO50
yes,133,71,ZGB4
yes,133,73,DSR57
yes,133,79,XSU7
yes,134,68,FNV56
yes,134,73,TNL76
yes,134,76,NIE2
yes,134,77,ZEE3
yes,134,79,WDZ27
yes,135,67,AZT59
yes,135,74,GNN54
yes,135,74,IEI69
yes,136,68,OPM25
yes,136,70,IEI69
yes,136,72,CQN45
yes,136,74,ROZ22
yes,136,75,PNZ35
yes,136,79,XVU22
yes,136,80,GDP61
yes,136,80,YXR67
yes,136,82,MFN34
yes,137,71,MNH9
yes,137,71,NIN72
yes,137,75,RMW63
yes,137,76,PDN14
yes,137,80,VYY24
yes,137,82,QLF33
yes,137,82,QRT15
yes,138,67,SMA75
yes,138,76,MFQ55
yes,138,79,FPC47
yes,139,68,QPA21
yes,14,68,PDN14
yes,14,72,ITZ14
yes,14,74,PNZ35
yes,14,76,AET22
yes,14,77,ZGB4
yes,140,71,RCE70
yes,140,76,QPC58
yes,140,78,FPC47
yes,140,78,ITZ14
yes,141,71,QRT15
yes,142,72,ZBX40
yes,142,80,FJR52
yes,143,72,XMD58
yes,143,74,FNV56
yes,143,75,ZGB4
yes,143,79,AZT59
yes,143,82,TNL76
yes,145,68,FPC47
yes,145,74,DSR57
yes,145,76,XMD58
yes,145,81,GDP61
yes,145,82,MNH9
yes,146,76,QLF33
yes,146,80,CII20
yes,146,81,TNL76
yes,147,71,XVU22
yes,147,75,XSU7
yes,147,78,ZBX40
yes,148,68,USM42
yes,148,69,MNH9
yes,148,74,EBJ65
yes,148,82,AET22
yes,149,68,JCO50
yes,149,74,TNL76
yes,149,77,QPA21
yes,149,82,ZBX40
yes,149,82,ZGB4
yes,15,67,MNH9
yes,15,68,ZBX40
yes,15,72,FPC47
yes,15,78,GDP61
yes,15,80,XVU22
yes,150,70,LXX32
yes,150,73,UVZ68
yes,150,79,KEC36
yes,151,68,CQN45
yes,151,70,FJR52
yes,152,69,MFN34
yes,152,70,QPC58
yes,152,75,RCE70
yes,153,69,EBJ65
yes,153,71,RMW63
yes,153,73,VIL78
yes,153,75,MFQ55
yes,153,76,IEI69
yes,153,77,AZT59
yes,153,80,UVZ68
yes,155,67,VYY24
yes,155,69,FPC47
yes,155,70,CII20
yes,156,70,AZT59
yes,156,70,RCE70
yes,156,75,GDP61
yes,156,82,ITZ14
yes,158,68,ITZ14
yes,158,80,WDZ27
yes,159,67,VAN36
yes,159,68,VYY24
yes,159,77,FNV56
yes,159,78,QRT15
yes,16,75,XMD58
yes,16,79,WJM73
yes,16,81,OGS17
yes,160,70,BJC4
yes,160,70,SMA75
yes,160,74,ZEE3
yes,160,77,QRT15
yes,160,78,KEC36
yes,160,80,QLF33
yes,161,79,MNH9
yes,161,82,YXR67
yes,162,68,NIN72
yes,162,71,CII20
yes,162,73,IEI69
yes,162,73,ZBX40
yes,162,77,ROZ22
yes,162,81,NIE2
yes,163,69,USM42
yes,163,70,MFQ55
yes,164,68,AZT59
yes,164,68,KEC36
yes,164,74,GDP61
yes,166,69,PDN14
yes,166,71,TNL76
yes,166,74,UVZ68
yes,166,74,VAN36
yes,166,76,OPM25
yes,166,77,LXX32
yes,166,80,OGS17
yes,167,67,VIL78
yes,167,68,XVU22
yes,167,78,MFN34
yes,168,68,WDZ27
yes,168,71,CZZ14
yes,168,74,WJM73
yes,168,77,JCO50
yes,168,79,PNZ35
yes,169,77,TNL76
yes,17,76,QPA21
yes,17,82,NIN72
yes,170,68,YXR67
yes,170,75,XVU22
yes,170,80,GNN54
yes,171,68,CII20
yes,171,71,OGS17
yes,171,73,RCE70
yes,171,75,QPC58
yes,171,80,QPA21
yes,172,69,FNV56
yes,172,69,XMD58
yes,172,70,RMW63
yes,172,70,USM42
yes,172,74,FPC47
yes,173,67,GDP61
yes,173,69,GNN54
yes,173,71,AZT59
yes,173,72,XSU7
yes,174,72,DSR57
yes,174,78,FJR52
yes,175,67,MFN34
yes,175,68,VIL78
yes,175,69,SMA75
yes,176,67,IEI69
yes,176,67,NIE2
yes,176,68,XSU7
yes,176,70,ROZ22
yes,176,77,ZBX40
yes,177,70,FPC47
yes,177,70,QLF33
yes,177,70,UVZ68
yes,177,70,ZGB4
yes,177,77,RMW63
yes,178,68,ZGB4
yes,178,81,QPC58
yes,179,67,EBJ65
yes,179,75,QPA21
yes,179,81,LAL29
yes,18,77,ITZ14
yes,18,78,USM42
yes,180,72,RCE70
yes,180,73,VYY24
yes,180,74,CQN45
yes,180,74,ITZ14
yes,180,77,BDX49
yes,180,80,MFQ55
yes,181,68,NIE2
yes,181,69,OGS17
yes,181,72,KEC36
yes,181,73,PDN14
yes,181,73,QPA21
yes,181,78,GNN54
yes,181,79,LXX32
yes,182,69,OPM25
yes,182,73,SMA75
yes,182,77,YXR67
yes,183,72,USM42
yes,183,74,NIN72
yes,183,74,VYY24
yes,183,79,QRT15
yes,184,67,FJR52
yes,184,70,CZZ14
yes,184,78,WDZ27
yes,184,79,QPC58
yes,184,81,BDX49
yes,185,71,VIL78
yes,186,67,OPM25
yes,186,67,RMW63
yes,186,78,VAN36
yes,187,70,ITZ14
yes,187,73,ZEE3
yes,187,75,CZZ14
yes,187,82,PNZ35
yes,188,67,WDZ27
yes,188,81,JCO50
yes,189,72,BDX49
yes,189,73,VAN36
yes,189,75,LAL29
yes,189,81,ZGB4
yes,19,69,CII20
yes,19,69,JCO50
yes,19,72,OGS17
yes,19,78,QPA21
yes,19,79,XMD58
yes,19,82,WDZ27
yes,19,82,WJM73
yes,190,69,XVU22
yes,190,70,XSU7
yes,190,75,NIE2
yes,190,81,IEI69
yes,191,72,PNZ35
yes,191,72,QLF33
yes,191,75,NIN72
yes,191,77,MFQ55
yes,191,81,QRT15
yes,192,70,FNV56
yes,192,71,GNN54
yes,192,72,YXR67
yes,192,74,LAL29
yes,192,74,XMD58
yes,2,73,MFQ55
yes,2,75,AZT59
yes,20,67,GNN54
yes,20,69,VYY24
yes,20,70,YXR67
yes,20,72,VIL78
yes,20,76,KEC36
yes,20,76,VAN36
yes,20,81,EBJ65
yes,20,81,ROZ22
yes,21,71,LXX32
yes,21,75,SMA75
yes,22,71,QLF33
yes,22,72,GNN54
yes,22,78,YXR67
yes,23,70,OPM25
yes,24,78,AZT59
yes,25,68,VAN36
yes,25,76,CII20
yes,25,76,GNN54
yes,25,76,WDZ27
yes,26,73,MFN34
yes,26,73,USM42
yes,26,74,QRT15
yes,27,72,ROZ22
yes,27,76,MNH9
yes,27,79,RCE70
yes,27,82,VYY24
yes,28,67,QRT15
yes,28,80,FPC47
yes,28,80,ZEE3
yes,29,73,PNZ35
yes,29,76,CQN45
yes,29,77,GNN54
yes,29,77,USM42
yes,29,78,IQI37
yes,29,78,VYY24
yes,29,78,XSU7
yes,29,82,RCE70
yes,3,68,QRT15
yes,3,68,RMW63
yes,3,75,ZEE3
yes,3,78,TNL76
yes,30,68,QLF33
yes,30,74,BJC4
yes,30,74,QPA21
yes,30,78,SMA75
yes,31,68,SMA75
yes,31,70,EBJ65
yes,31,73,RMW63
yes,31,74,XSU7
yes,31,76,AZT59
yes,31,78,JCO50
yes,31,79,LAL29
yes,31,82,BDX49
yes,32,68,LXX32
yes,32,79,ITZ14
yes,32,80,AET22
yes,33,77,XMD58
yes,34,78,IEI69
yes,34,80,VAN36
yes,34,81,YXR67
yes,35,72,FJR52
yes,35,73,ITZ14
yes,35,79,MFQ55
yes,36,77,XVU22
yes,36,82,RMW63
yes,37,67,XVU22
yes,37,68,MFQ55
yes,37,81,NIN72
yes,39,72,ZGB4
yes,4,72,TNL76
yes,4,74,XVU22
yes,4,77,PNZ35
yes,40,67,WJM73
yes,40,80,MNH9
yes,41,68,EBJ65
yes,41,73,KEC36
yes,41,77,CII20
yes,41,81,AZT59
yes,41,82,CZZ14
yes,42,71,LAL29
yes,42,74,MFN34
yes,42,76,DSR57
yes,42,76,JCO50
yes,42,77,NIN72
yes,42,81,UVZ68
yes,42,82,LXX32
yes,42,82,ROZ22
yes,42,82,VIL78
yes,43,67,PNZ35
yes,43,69,QPC58
yes,43,69,YXR67
yes,43,76,TNL76
yes,43,81,KEC36
yes,44,67,ZEE3
yes,44,72,CZZ14
yes,44,72,WJM73
yes,44,77,UVZ68
yes,45,69,IEI69
yes,45,69,NIE2
yes,45,69,QPA21
yes,45,79,QLF33
yes,45,82,FPC47
yes,46,69,AET22
yes,46,71,OPM25
yes,46,76,GDP61
yes,47,69,BDX49
yes,47,69,ZBX40
yes,47,71,QPC58
yes,47,82,NIE2
yes,48,67,TNL76
yes,48,72,WDZ27
yes,48,79,OGS17
yes,49,70,PNZ35
yes,49,74,NIE2
yes,49,74,VIL78
yes,49,80,PDN14
yes,5,69,LAL29
yes,5,73,FNV56
yes,5,79,IEI69
yes,50,70,QPA21
yes,51,69,ITZ14
yes,51,69,ZEE3
yes,51,70,GNN54
yes,51,73,XMD58
yes,51,75,UVZ68
yes,51,76,NIN72
yes,52,67,QPC58
yes,52,68,XMD58
yes,52,69,RMW63
yes,53,67,IQI37
yes,53,71,YXR67
yes,54,71,EBJ65
yes,54,78,QLF33
yes,54,79,CII20
yes,54,79,GDP61
yes,55,77,VYY24
yes,56,67,LAL29
yes,56,68,WJM73
yes,56,75,EBJ65
yes,56,75,FPC47
yes,57,67,AET22
yes,57,67,JCO50
yes,57,69,ZGB4
yes,57,71,BDX49
yes,57,74,OPM25
yes,57,78,QPC58
yes,58,70,QRT15
yes,58,71,IEI69
yes,58,74,CZZ14
yes,58,77,WDZ27
yes,58,78,WJM73
yes,58,82,XVU22
yes,59,70,MNH9
yes,59,78,ZGB4
yes,59,81,QPA21
yes,6,73,FPC47
yes,6,74,WDZ27
yes,6,80,QPC58
yes,60,67,ITZ14
yes,60,68,DSR57
yes,60,72,NIE2
yes,60,76,BJC4
yes,60,76,FNV56
yes,60,76,FPC47
yes,60,77,MFN34
yes,61,67,CII20
yes,61,70,WDZ27
yes,61,71,XSU7
yes,61,72,QRT15
yes,61,77,QLF33
yes,62,68,MFN34
yes,62,73,OGS17
yes,62,75,VAN36
yes,62,80,TNL76
yes,63,73,CZZ14
yes,63,73,XVU22
yes,63,75,YXR67
yes,63,82,AZT59
yes,64,72,VAN36
yes,64,80,ZBX40
yes,65,71,USM42
yes,65,72,MFQ55
yes,65,78,ROZ22
yes,65,82,SMA75
yes,66,68,TNL76
yes,67,73,ROZ22
yes,67,76,RMW63
yes,67,78,MFQ55
yes,68,74,MNH9
yes,69,67,ZBX40
yes,69,82,IEI69
yes,69,82,USM42
yes,7,74,QLF33
yes,70,69,RCE70
yes,70,71,UVZ68
yes,70,76,VIL78
yes,71,69,FJR52
yes,71,73,LAL29
yes,71,76,OGS17
yes,71,76,PNZ35
yes,72,67,KEC36
yes,72,79,GNN54
yes,72,80,XSU7
yes,72,82,OPM25
yes,73,69,MFQ55
yes,73,69,WDZ27
yes,73,71,ITZ14
yes,73,71,MFN34
yes,73,80,OPM25
yes,73,81,XSU7
yes,74,81,AET22
yes,75,68,CZZ14
yes,75,69,PNZ35
yes,75,75,JCO50
yes,76,67,QPA21
yes,76,76,ROZ22
yes,76,76,YXR67
yes,76,78,NIN72
yes,76,80,JCO50
yes,77,67,BDX49
yes,77,69,LXX32
yes,78,67,OGS17
yes,78,69,AZT59
yes,78,81,FPC47
yes,78,81,WDZ27
yes,79,67,NIN72
yes,79,68,MNH9
yes,79,71,KEC36
yes,79,71,NIE2
yes,79,72,ZEE3
yes,79,73,BJC4
yes,79,75,GNN54
yes,79,79,ZBX40
yes,8,77,NIE2
yes,80,67,CQN45
yes,80,68,RCE70
yes,80,69,ROZ22
yes,80,71,SMA75
yes,81,71,FJR52
yes,81,75,LXX32
yes,81,75,QRT15
yes,81,77,LAL29
yes,81,79,USM42
yes,81,82,VAN36
yes,82,68,QPC58
yes,82,70,MFN34
yes,82,75,FJR52
yes,82,80,USM42
yes,82,81,MFQ55
yes,83,67,QLF33
yes,83,71,IQI37
yes,83,75,VYY24
yes,84,68,ZEE3
yes,84,72,XVU22
yes,84,76,XSU7
yes,85,67,YXR67
yes,85,82,QPA21
yes,86,70,WJM73
yes,86,71,DSR57
yes,86,71,VYY24
yes,86,73,IQI37
yes,86,74,CII20
yes,86,74,QPC58
yes,87,68,BDX49
yes,87,72,EBJ65
yes,87,80,RMW63
yes,87,81,FNV56
yes,87,81,QLF33
yes,88,69,GDP61
yes,88,71,PNZ35
yes,88,73,GNN54
yes,88,78,EBJ65
yes,89,68,UVZ68
yes,89,70,VAN36
yes,89,73,QRT15
yes,89,77,WJM73
yes,9,72,QPC58
yes,9,78,CZZ14
yes,90,67,BJC4
yes,90,67,FNV56
yes,90,70,NIE2
yes,90,70,VIL78
yes,90,79,CZZ14
yes,90,82,CII20
yes,91,67,FPC47
yes,92,67,ZGB4
yes,92,75,IEI69
yes,93,70,XVU22
yes,93,74,AZT59
yes,93,78,PDN14
yes,93,79,TNL76
yes,94,68,IEI69
yes,94,76,LAL29
yes,94,77,PDN14
yes,94,81,ITZ14
yes,95,72,RMW63
yes,96,73,AET22
yes,96,80,XMD58
yes,97,73,JCO50
yes,97,73,NIN72
yes,97,74,YXR67
yes,97,78,RCE70
yes,97,80,BJC4
yes,97,82,MFQ55
yes,98,80,QRT15
yes,98,81,LXX32
yes,99,73,QPC58
no,103,69,GJC86
no,111,68,LWR89
no,112,76,LWR89
no,113,82,AAH79
no,115,71,EJI82
no,12,71,IGQ92
no,122,76,EJI82
no,127,75,GJC86
no,128,75,DRJ94
no,133,79,MXU83
no,134,77,RWX90
no,138,77,MXU83
no,139,81,LWR89
no,141,81,ZWB80
no,142,82,ZWB80
no,148,79,AAH79
no,158,77,IRO93
no,16,73,MXU83
no,163,75,XUC87
no,164,76,MXU83
no,164,78,EJI82
no,165,79,DRJ94
no,165,79,SYU85
no,170,78,LWR89
no,175,79,CWI81
no,190,78,MXU83
no,192,81,BPJ84
no,20,73,IRO93
no,21,73,BPJ84
no,23,73,DRJ94
no,24,71,RWX90
no,24,71,SYU85
no,25,75,SYU85
no,26,80,LWR89
no,40,75,AAH79
no,41,81,GJC86
no,44,75,XNT91
no,46,82,XUC87
no,5,74,JYE90
no,50,70,XNT91
no,58,79,LWR89
no,59,76,AAH79
no,6,69,CWI81
no,67,69,DRJ94
no,67,74,IGQ92
no,69,72,XUC87
no,69,73,EJI82
no,70,76,XNT91
no,70,79,IRO93
no,78,72,AAH79
no,8,70,IGQ92
no,86,71,IRO93
no,90,70,CWI81
no,91,74,GJC86
no,96,71,GJC86
no,97,72,IGQ92
yes,10,67,BPJ84
yes,10,71,OUK88
yes,100,75,IRO93
yes,100,79,EJI82
yes,101,75,BPJ84
yes,101,80,MXU83
yes,104,67,SYU85
yes,105,71,XNT91
yes,108,80,GJC86
yes,109,69,XUC87
yes,110,70,ZWB80
yes,110,74,DRJ94
yes,112,76,DRJ94
yes,112,81,CWI81
yes,113,75,OUK88
yes,113,82,SYU85
yes,114,81,JYE90
yes,114,81,XUC87
yes,116,68,OUK88
yes,116,74,CWI81
yes,117,68,JYE90
yes,117,71,AAH79
yes,118,75,IGQ92
yes,119,79,ZWB80
yes,12,68,AAH79
yes,12,68,IRO93
yes,120,78,RWX90
yes,120,79,XNT91
yes,126,76,IRO93
yes,126,79,IGQ92
yes,126,81,EJI82
yes,127,77,AAH79
yes,128,76,JYE90
yes,129,80,IRO93
yes,129,80,XNT91
yes,13,74,EJI82
yes,130,76,OUK88
yes,131,76,BPJ84
yes,131,77,XNT91
yes,131,81,RWX90
yes,131,82,LWR89
yes,132,76,XUC87
yes,133,80,OUK88
yes,133,80,SYU85
yes,134,77,BPJ84
yes,135,76,CWI81
yes,135,78,IGQ92
yes,137,77,CWI81
yes,138,82,DRJ94
yes,140,79,XUC87
yes,142,76,SYU85
yes,143,76,GJC86
yes,144,75,JYE90
yes,144,81,AAH79
yes,146,67,GJC86
yes,146,74,OUK88
yes,147,70,BPJ84
yes,148,76,RWX90
yes,148,77,IGQ92
yes,15,69,XNT91
yes,150,79,JYE90
yes,150,80,XUC87
yes,151,67,ZWB80
yes,152,68,CWI81
yes,152,72,DRJ94
yes,153,69,RWX90
yes,153,72,EJI82
yes,153,72,JYE90
yes,154,77,DRJ94
yes,154,81,IRO93
yes,155,80,CWI81
yes,157,77,OUK88
yes,160,72,CWI81
yes,160,72,XNT91
yes,160,74,AAH79
yes,161,70,DRJ94
yes,163,80,JYE90
yes,163,81,XNT91
yes,166,67,IGQ92
yes,167,68,GJC86
yes,168,67,XUC87
yes,168,73,OUK88
yes,169,77,ZWB80
yes,17,72,GJC86
yes,170,76,IGQ92
yes,172,69,SYU85
yes,172,72,RWX90
yes,174,74,BPJ84
yes,175,78,AAH79
yes,175,78,BPJ84
yes,175,80,RWX90
yes,175,82,GJC86
yes,178,71,LWR89
yes,178,72,MXU83
yes,178,73,JYE90
yes,179,70,EJI82
yes,179,72,ZWB80
yes,180,70,IRO93
yes,181,69,IGQ92
yes,181,69,IRO93
yes,182,67,LWR89
yes,182,70,SYU85
yes,184,78,GJC86
yes,185,82,XNT91
yes,186,75,LWR89
yes,186,76,ZWB80
yes,186,78,SYU85
yes,186,80,EJI82
yes,187,70,AAH79
yes,188,71,MXU83
yes,188,73,XNT91
yes,188,74,XUC87
yes,192,81,OUK88
yes,2,68,ZWB80
yes,2,70,XUC87
yes,2,73,AAH79
yes,2,73,RWX90
yes,2,74,SYU85
yes,24,73,ZWB80
yes,25,78,XUC87
yes,25,82,CWI81
yes,26,79,GJC86
yes,26,81,IGQ92
yes,27,82,RWX90
yes,28,78,XNT91
yes,29,81,DRJ94
yes,3,70,MXU83
yes,3,73,GJC86
yes,30,79,OUK88
yes,30,82,MXU83
yes,32,78,ZWB80
yes,33,80,AAH79
yes,35,80,IGQ92
yes,35,81,SYU85
yes,37,82,BPJ84
yes,37,82,EJI82
yes,38,78,DRJ94
yes,39,78,IRO93
yes,41,77,JYE90
yes,41,80,ZWB80
yes,41,82,IRO93
yes,42,75,RWX90
yes,42,79,BPJ84
yes,43,78,OUK88
yes,43,82,JYE90
yes,44,81,MXU83
yes,47,75,CWI81
yes,47,77,LWR89
yes,48,75,EJI82
yes,5,67,EJI82
yes,5,72,LWR89
yes,51,72,OUK88
yes,51,73,LWR89
yes,52,80,BPJ84
yes,53,77,XUC87
yes,53,78,CWI81
yes,54,77,GJC86
yes,56,71,BPJ84
yes,57,70,GJC86
yes,58,75,ZWB80
yes,6,67,XNT91
yes,6,68,XUC87
yes,60,78,JYE90
yes,60,79,RWX90
yes,60,82,IGQ92
yes,60,82,OUK88
yes,61,69,JYE90
yes,63,67,IRO93
yes,63,67,RWX90
yes,63,74,ZWB80
yes,65,77,EJI82
yes,67,68,SYU85
yes,68,67,AAH79
yes,69,67,CWI81
yes,69,69,MXU83
yes,7,71,DRJ94
yes,7,71,JYE90
yes,7,74,LWR89
yes,71,80,DRJ94
yes,72,75,MXU83
yes,72,77,SYU85
yes,74,73,IGQ92
yes,75,68,RWX90
yes,75,69,EJI82
yes,76,72,SYU85
yes,78,67,DRJ94
yes,78,67,JYE90
yes,8,69,OUK88
yes,80,70,JYE90
yes,81,71,ZWB80
yes,81,73,SYU85
yes,82,70,RWX90
yes,82,74,XNT91
yes,83,69,ZWB80
yes,85,69,LWR89
yes,85,73,CWI81
yes,86,68,BPJ84
yes,87,68,DRJ94
yes,87,68,MXU83
yes,87,69,AAH79
yes,87,73,XUC87
yes,88,72,BPJ84
yes,89,68,EJI82
yes,89,74,MXU83
yes,9,71,CWI81
yes,90,67,OUK88
yes,90,68,IGQ92
yes,91,70,OUK88
yes,93,68,XNT91
yes,94,71,XUC87
yes,94,74,IRO93
yes,96,70,LWR89
yes,97,69,BPJ84
yes,97,74,RWX90
yes,98,67,MXU83
yes,99,72,IRO93
